id,archetype,session,reward,knowledge,style,clarity,energy,filler_words,sentence_length,pace
sales_002,style_focused,6,50.82137126888576,40.88906491311758,42.84388202675884,35.8353150823185,43.32319424121439,40.46474072327123,64.69952414551155,62.987681955197715
sales_002,style_focused,7,48.4237957062778,41.22216320180197,42.717755771894005,37.141634531197475,43.01702996222704,41.75490555016177,65.52383205822368,64.02802719244033
sales_002,style_focused,8,49.59032192458924,41.61343292969325,43.32359968410831,36.29116207508165,42.14545392071447,42.56162342942311,65.51178109020235,65.1161464262561
sales_002,style_focused,9,45.810199612412866,40.10961800293081,43.545831786598,36.59868140156099,42.6513595112591,43.6609329808277,65.63002142385884,65.89715918450369
sales_002,style_focused,10,51.222439389600396,39.5605952364434,44.93603370130679,36.431676748734915,42.543469232187135,42.78832755764811,66.42226929368991,65.64803953401484
sales_002,style_focused,11,47.24527970419606,39.71140211379653,47.481032982020515,37.0927197716141,43.18568452658651,43.01778439335663,67.0891976515856,66.16184661309885
sales_002,style_focused,12,47.70673784978824,39.311818888943165,47.72092526467755,37.59647974602629,43.9261266108085,44.07611512428396,67.27935246617656,66.28029580051853
sales_002,style_focused,13,48.44486836556933,38.73128108811886,48.60754751734564,38.08486716203123,44.35235079870667,44.143045310570784,66.9191437882296,66.43570850508065
sales_002,style_focused,14,52.13053784922263,38.72385224901204,48.43265152324039,38.99831143630034,44.842145343569065,44.69565583839019,66.19304615159535,66.73742293716609
sales_002,style_focused,15,48.63676964848972,39.384612427941036,49.730267532555864,40.73411171545164,44.57848180850726,45.560703521944326,66.30844861713862,65.94450966467237
sales_002,style_focused,16,52.54176532271895,39.67590359470052,49.37002785749751,40.647091199818156,45.107598746604005,45.428160614058264,66.7178654465749,66.33544646385957
sales_002,style_focused,17,52.40290905602771,40.02586419828295,50.53041233384273,43.06775840076408,44.763337964756374,45.01993450225515,67.03667762739838,66.09773595553466
sales_002,style_focused,18,52.367693785014495,40.721144053003464,51.34014627450664,42.92337127385201,46.865274825334836,46.21919360871066,66.61542538808769,65.61037779720225
sales_002,style_focused,19,53.46839302527721,41.859286678192035,51.292902825167,44.025658377527684,47.236322428105794,46.98322272692521,67.65568867288677,66.35200409408051
sales_003,steady_learner,0,61.21635147720258,47.04995890754479,42.71558617201113,54.58838896955474,38.933243010149276,42.848274111171115,39.801078942650605,50.59690174520416
sales_003,steady_learner,1,59.01974362098677,47.73932323680653,43.920348107695766,54.96474897239467,39.01086270850147,43.30766502854796,42.42794876471302,52.614108833718
sales_003,steady_learner,2,58.60742717098458,48.20329156733797,43.82771814061437,56.56408916434618,38.16934654515105,42.36853158842002,44.86935342797534,54.590965396483995
sales_003,steady_learner,3,59.81635179329485,48.36780981898496,45.288125750463045,56.449996959625906,37.530523095193466,42.002501453811675,47.19002809119636,56.64399031167274
sales_003,steady_learner,4,62.02070403681841,48.8426732071077,46.021023239707716,56.720966383586955,38.449987965187866,42.94653992427975,49.74779008060691,58.621893643716085
sales_003,steady_learner,5,59.513256528294924,48.86817721228957,47.161374318064446,56.58555631842094,38.97118393968192,42.29173007114589,52.10902642501272,58.7366699338442
sales_003,steady_learner,6,58.916102112283184,48.264591474859095,48.46317713298409,57.580687503371486,39.28498447767296,42.36342895486085,54.49686386523459,59.025302009555425
sales_003,steady_learner,7,61.492102164872634,48.83961624216301,49.352358789277645,58.152599342354144,39.47589545034375,42.78938219772045,56.77144594225619,60.488249400832984
sales_003,steady_learner,8,60.541665561197156,49.12267698839624,50.73913364128076,58.8739429129153,39.310837036550865,43.176787797101866,58.1955553968206,61.747094963909
sales_003,steady_learner,9,57.0886685592947,49.687704764071,51.262467626661326,58.71645798225085,39.971714791156245,43.07438155268825,59.76583364860015,62.92862868917402
sales_003,steady_learner,10,60.27732647855632,49.70541306455725,52.55530473419948,58.75076233174991,39.80225163427683,43.87232447607158,61.22712004051684,62.821138307305795
sales_003,steady_learner,11,56.364741841629545,50.05296645642511,53.24755053724062,59.54073616600221,40.4665837633303,44.11052485659921,62.52890138976348,62.09369625089489
sales_003,steady_learner,12,57.12205934351904,50.862648180553975,53.1491618031065,60.04864634426299,40.46775204111735,43.445358375574706,63.74769959102253,62.652763521679994
sales_003,steady_learner,13,58.66832284643449,51.78960543861707,53.5931007389808,60.998857115517104,41.3516118044836,43.777589921486,64.1560235794588,63.276674068885505
sales_003,steady_learner,14,57.22714540625102,51.05275402325803,54.40195901720458,61.71400873937535,42.22351336509186,42.81262225169305,65.67680739493035,63.835378144475094
sales_003,steady_learner,15,59.798259389339734,51.78223474614651,54.937016400767575,62.4750431596273,42.28449728321125,43.13916051275221,67.12699407830993,64.35126202428704
sales_003,steady_learner,16,59.896671173653274,51.619147187310375,55.710997732388996,62.73428671785712,42.86650295595578,43.76322427341125,67.31862357428858,65.02953309776163
sales_003,steady_learner,17,55.588702696018714,52.739415544757925,56.03559955608749,63.72110096569027,43.25743831739606,44.42338012237818,67.23429412600336,65.40289265688813
sales_003,steady_learner,18,55.45940484456679,52.21041315221871,56.8565944155071,64.98463577616783,43.02777729739799,45.60174993768626,67.74003275059866,65.5500430666006
sales_003,steady_learner,19,55.07342204490417,52.16559663929249,58.08670722948743,65.4239504388671,43.22769644954953,46.29798825767335,67.73112838998479,65.80624004266075
sales_004,aggressive_closer,0,44.2153242830166,27.43782561890345,22.44784715710228,32.65859691341225,58.162340656761224,20.241452225304915,51.99863708839086,78.04378916542707
sales_004,aggressive_closer,1,43.301659889477094,28.126226704804548,23.067222547291298,33.388333170085815,58.57646796100196,21.04304415013519,57.26769772146881,73.19606559249208
sales_004,aggressive_closer,2,42.70505680744587,29.077080672591446,22.789305106283646,32.8975938948335,59.493712515120095,21.308572676210712,61.04722143103152,71.1844294357736
sales_004,aggressive_closer,3,42.833336880054794,29.21848101567064,22.34859882969554,33.13231493332448,61.098823943184584,21.114859141208044,64.07407179711673,70.44911880439672
sales_004,aggressive_closer,4,42.07884546069185,28.960597584399537,22.452243120805207,34.52710455690943,60.76934636679138,21.404514372039444,64.36834705009615,69.31613936885518
sales_004,aggressive_closer,5,40.80126695165268,29.47834685316998,21.538273805369194,35.40005336932502,61.86989277558131,21.217866731580624,64.8698801097704,68.52726751755252
sales_004,aggressive_closer,6,43.16732716327983,28.392990141745084,21.670553292178855,35.80165994339912,61.79566065651629,23.450089736077995,65.84033398830368,68.04556675671533
sales_004,aggressive_closer,7,43.44507754005251,27.79815645953831,22.368012021124052,35.51468299257434,61.51359355162558,24.54231798634009,67.49670850140619,67.64544376717714
sales_004,aggressive_closer,8,44.50641127200174,28.39984885371102,23.275176544984543,35.72539708098218,62.003548296428676,24.929151318007385,66.83620882248336,67.41249293317028
sales_004,aggressive_closer,9,43.102707016314156,28.777217643556682,23.6579431574542,35.84952664499446,62.09477646404346,25.43549915392792,66.77914486255938,67.28113304567998
sales_004,aggressive_closer,10,42.151149223607625,28.767021104731786,24.27384578616537,37.27896558855769,63.0649386362905,24.394111114491647,67.58232860752459,67.24504188215104
sales_004,aggressive_closer,11,41.763204052913565,29.24117880528993,24.845792258845457,37.924699102223265,62.31803223198996,23.52366068602535,67.8061153353225,66.46471182713668
sales_004,aggressive_closer,12,42.70832913563716,29.168826210997327,24.67037362025963,36.41900554434869,63.03543861942016,24.290477736628006,67.76846783437712,66.72023507616751
sales_004,aggressive_closer,13,45.80588554257581,28.950202197825398,26.63408504887111,35.993973989741164,62.48023988628426,24.742770425954063,67.35063055790977,66.48561055327474
sales_004,aggressive_closer,14,45.372783562409836,30.209076973698085,26.765221626738818,38.1461007054074,63.90759438563426,24.75382787039588,66.81743516352051,66.90349266726628
sales_004,aggressive_closer,15,43.669695298501075,30.700462865135687,28.05514151695726,38.06797979599314,64.14757409693063,25.762105138892945,67.22037363253285,67.43270675994434
sales_004,aggressive_closer,16,45.88513118229051,30.740821811214488,28.609011022694148,39.04455421327525,64.64702487309083,25.933841066057084,67.24702965976466,68.02967593817148
sales_004,aggressive_closer,17,45.331234338236314,32.46208372135733,28.753841889239325,39.96424448730099,64.43771241068504,25.863038372874755,67.53726214362257,68.06878420553704
sales_004,aggressive_closer,18,48.44863269760298,32.881363352682136,29.59612774686548,40.591367735708026,63.86072041940903,27.36747333376357,66.9851103928682,67.39868178758579
sales_004,aggressive_closer,19,44.477182246802364,33.85700880835363,29.849673286933594,41.34133328172033,64.4760447624432,29.376234051201966,67.3022846711776,67.17494812524923
sales_005,aggressive_closer,0,42.48463919037081,28.05175271152412,27.744074071201364,34.622077774418926,60.95317388873687,21.265885622978686,54.51488348642357,85.66979279942646
sales_005,aggressive_closer,1,46.38959902247866,30.159715740157893,27.578372382246016,36.40160537084798,61.4507901541575,20.771682691494057,59.94285715529867,79.6666669437211
sales_005,aggressive_closer,2,40.38707262321382,31.74923918829091,28.608508965104264,37.175030424816505,62.429481944007144,22.03581096838346,62.608489165207594,75.65043188035331
sales_005,aggressive_closer,3,46.316356530716675,31.614511807070457,28.335378390889836,38.014062757606844,62.10187282187142,22.575184391466077,64.11706367882982,71.92180030685908
sales_005,aggressive_closer,4,42.826851246678196,30.887615626884738,29.537430135297345,39.47812790566664,63.18180374438556,21.772301969216258,65.4299648525535,69.80477477195598
sales_005,aggressive_closer,5,43.73275016880266,30.68834871172447,27.60307353240217,39.971827039919724,64.90906241869276,23.72405559025083,65.94365099460595,68.64614735738401
sales_005,aggressive_closer,6,44.16445655233034,30.540865814000806,27.43558966395304,39.81667189290736,64.20010191036852,25.037068679827136,66.68320382017494,67.8831783198059
sales_005,aggressive_closer,7,45.66665986394132,30.380578996147563,28.351266666234864,39.18225999120453,63.3897071693055,26.415853781819365,66.40970659921031,67.1418602313715
sales_005,aggressive_closer,8,43.29109785370283,30.75783125077416,29.01536989930345,38.95044329586622,63.17053896142185,25.52318885277867,66.82434652658527,67.53563006515029
sales_005,aggressive_closer,9,44.26070233253348,30.359642452298257,28.421306119297473,39.29781870566934,64.40635804794323,25.359520615946444,66.9265517371132,68.14210801995371
sales_005,aggressive_closer,10,47.646951324213276,32.54509760163362,28.772961634651384,39.09954113754954,63.316529616012794,26.7856870812618,66.98573004096464,66.98967852331238
sales_005,aggressive_closer,11,46.59760241888084,33.94926876072804,28.95773798983675,40.207173920190066,63.88714605716961,27.32109130526566,66.79869360954963,66.78672484544924
sales_005,aggressive_closer,12,46.8896652715951,33.9475388666349,29.051290641759223,42.07040554332086,63.36374726344593,28.129093463526065,67.4428765317509,68.1564848494151
sales_005,aggressive_closer,13,47.75457791908559,35.22482473764687,29.111642056983257,43.12183501237122,63.99569598732878,28.58161160219408,66.19087038284002,67.41389203733722
sales_005,aggressive_closer,14,47.352794978805306,36.085880946630006,29.261470443524544,42.39606602493765,64.7662407268866,29.245838884153756,67.07787324968776,68.01434054929699
sales_005,aggressive_closer,15,47.76957267866117,37.6374183618373,29.11939909942657,43.10897715933446,65.09337843924227,28.85157273434539,67.31701768179249,67.39151101499935
sales_005,aggressive_closer,16,49.917371284823915,38.57916595357574,28.81347684890913,43.7925579616248,66.87359070883761,29.081215577445015,67.37804537958456,67.11906555706533
sales_005,aggressive_closer,17,49.137179400335,39.75333683060998,30.093238965241678,44.02439522898361,66.64812897484545,30.168390835638906,67.56600427080987,66.8516727878809
sales_005,aggressive_closer,18,47.80869282367731,40.8498168022885,30.4746659484524,45.76524361793586,67.14059777125364,29.70908324880193,67.3190428663123,66.75070560100842
sales_005,aggressive_closer,19,47.92339331828956,41.689921114471574,29.859497899736123,46.04763125727348,66.27798546433085,30.72220998515281,67.66200060633639,67.08973808560019
sales_006,aggressive_closer,0,41.79723522057781,24.471460243134956,18.4877136756427,30.46210944918782,61.2297087792738,37.56839198436134,48.9007136722979,88.77003004240304
sales_006,aggressive_closer,1,41.09095512033867,24.917185631198144,18.856446806101278,31.66686523719841,60.7849308927981,37.286862912048704,55.07175009502079,79.84890858948638
sales_006,aggressive_closer,2,43.1007587419024,24.75928386794749,19.325484691259053,31.03582915224951,61.28110388134946,37.223363472673434,59.14385914351858,74.86604090059568
sales_006,aggressive_closer,3,43.57264966707336,23.67704349257509,19.565921181380432,31.542712258175214,63.07386755537286,36.69485511302322,62.51243112173717,71.66974503703058
sales_006,aggressive_closer,4,43.17168923320802,24.012460114430304,20.43996931046448,32.39760834704502,63.21501835385248,36.32543198123463,63.845268160674,69.99791798412748
sales_006,aggressive_closer,5,40.90235479130967,25.09312857297735,20.262031969663614,33.33322239706622,63.546495702082204,36.06534989191483,65.0575724533095,68.85208374475745
sales_006,aggressive_closer,6,44.5982699420011,25.918869880473988,20.108608600907033,33.00179534389356,63.61385442363671,36.10026430020612,66.6486382296232,67.55573392459516
sales_006,aggressive_closer,7,42.890786008327936,26.91232676623783,21.499376686263787,33.33940207349677,63.87659468663135,36.89615535002085,65.92415289949666,67.85860680504281
sales_006,aggressive_closer,8,44.131798600596234,28.642363490345712,21.875364572774266,33.161559130236,63.27540289464939,36.22011060997991,65.89966052893732,68.01405506970049
sales_006,aggressive_closer,9,44.81085568941604,29.76970141129208,21.456670392410174,33.42441109226729,63.54580239880907,36.47701838897888,66.23248292862291,67.58460293896015
sales_006,aggressive_closer,10,48.46423533430717,30.446428066973297,21.83974394934228,34.72991450183063,64.32157928479815,35.8069051141764,65.9319180959344,66.76341433365056
sales_006,aggressive_closer,11,44.83321201312947,30.53228241857378,22.972142024894904,36.400405183908624,64.78370512194547,35.4302830058288,66.68140393801777,66.3107624456617
sales_006,aggressive_closer,12,46.744008537286206,30.42998303798985,24.8767933051069,35.953134585777086,63.470778722799565,36.873702040662245,66.02439229706353,66.69109635928585
sales_006,aggressive_closer,13,46.56423415018675,31.390271926297647,25.730604590172174,36.56292425364749,63.87760030865434,37.491946811409704,66.33954832387047,65.91541899045022
sales_006,aggressive_closer,14,46.45687437564678,33.040584713162595,25.636141359197616,36.48687329168383,63.855286196852674,38.911531833831134,66.88482549539407,66.59493910203311
sales_006,aggressive_closer,15,45.235346221918604,33.80866191119367,25.970172943864927,36.742973111177434,63.766414256261314,40.482194504366056,67.37677916568273,66.35539810485889
sales_006,aggressive_closer,16,47.676409346027064,34.74822329321995,25.980976628334105,35.919970960572876,63.81442247388715,41.72139518721912,67.58763264345849,67.18658050127412
sales_006,aggressive_closer,17,45.77557599645971,35.23142117495635,26.488372422689835,36.552604899020665,63.93762483578569,40.52341619672491,67.44891725584802,67.11221555097744
sales_006,aggressive_closer,18,45.86812854785603,35.64076787883511,27.16348789607369,37.36632881438196,62.14949499625512,40.66442222522564,66.63594408747826,67.09510103449406
sales_006,aggressive_closer,19,48.619144952337955,36.34697413767413,28.128081425656823,37.31187736325117,60.02504382825114,41.31750707537481,67.00020013425723,67.58454310030822
sales_007,knowledge_focused,0,60.24255130408221,76.96994177411862,54.156864154172716,52.58043615180687,26.886771943279648,47.10171232014584,41.58830672829241,26.87963837674064
sales_007,knowledge_focused,1,63.259731126959835,77.65765935694387,54.8574412716398,52.8675173213768,25.770120668550888,47.65365947486568,45.49880380096431,29.42871895611698
sales_007,knowledge_focused,2,61.05197043625208,79.35658603533572,55.49126715447663,53.155669285561636,25.809183816397844,48.02264338854235,48.269286677969866,30.557782401257136
sales_007,knowledge_focused,3,62.180139904329025,79.95743851252527,55.58460356678052,52.87570015255351,26.283298372570886,48.11479309189099,52.30472348743821,32.38368746483134
sales_007,knowledge_focused,4,63.338174287159006,80.95576183757841,55.68100182121597,53.81604968764427,25.723586154149526,48.390263151954144,55.34410370170752,34.80106757165754
sales_007,knowledge_focused,5,65.18430280719879,81.6120371755318,56.751489236104376,54.96616096112584,25.556052264985492,48.473092769097505,57.98291331522935,37.75470719711946
sales_007,knowledge_focused,6,65.39678057482426,82.19250021451701,57.232339516134694,55.42762806796785,25.87170935306989,49.712031246898746,59.397204281475794,39.922547604027194
sales_007,knowledge_focused,7,64.14812049690849,82.588226097923,57.43979502425618,55.15103678652967,25.94168945130855,50.7590654842747,61.12327656229172,43.10208912718857
sales_007,knowledge_focused,8,67.17816973172835,82.85537614870665,57.69777037048976,56.06041266316883,26.62549139438755,51.03213481148718,62.04511058017092,45.77595688227041
sales_007,knowledge_focused,9,66.95462839204411,84.3956175959467,57.30882424734811,57.00303339633761,27.52933593405168,51.215591912546614,63.069941182131714,49.100430937035476
sales_007,knowledge_focused,10,68.23711891410724,85.20542412842465,57.26458024940994,56.884671512630014,29.11210072019269,50.300020978081406,64.05405749995728,52.52197216841483
sales_007,knowledge_focused,11,65.68743994205987,85.34218664967128,57.03354247753184,57.36031706067858,30.12677448918088,51.454458193644264,64.56536554720532,55.77417413323317
sales_007,knowledge_focused,12,65.78060215065582,85.60209295352132,58.550096619498355,58.04767910867686,29.806377169089156,51.25442148541687,65.49025428483408,58.20437286664666
sales_007,knowledge_focused,13,66.809569652964,86.57972875842825,58.30053372274482,59.50632890451913,28.96110108733861,51.21985106318991,65.84208360466462,59.701419261952836
sales_007,knowledge_focused,14,63.06914826681241,87.22845213915059,58.34851111994201,59.36088251156785,29.105477962751117,52.72184133834544,66.04384023342632,62.09417739313712
sales_007,knowledge_focused,15,62.60903350528407,87.42605166439284,58.8023470403665,59.573382347393775,29.874783607306732,52.81889726980741,66.60408423363063,63.78924123592026
sales_007,knowledge_focused,16,61.87928053706809,87.46020453291268,58.618593505654715,59.3214023463233,30.20719162549746,52.67487893355496,67.03132153151834,64.73795760426518
sales_007,knowledge_focused,17,65.08028020081395,87.29184009180914,58.30575166368302,60.96037830331532,30.746281327521096,53.29015636057983,67.07193325820923,64.83778428248505
sales_007,knowledge_focused,18,66.42237105819811,87.06671806395941,58.5497088171815,61.72237773927443,32.34461757613371,55.38903442328356,67.36410980468024,65.2276845095657
sales_007,knowledge_focused,19,66.08768759502344,88.25482361899282,59.54204985211899,61.77350078641702,32.74259162709709,55.22523384149449,67.50693571393731,66.01092374666948
sales_008,steady_learner,0,58.639689668480074,53.75499291035907,42.8733026538572,45.05297368971132,32.547591453949146,47.74121315151901,53.15729708292042,48.690141359946
sales_008,steady_learner,1,58.299776600975214,54.61089907005553,43.003469898677736,46.02904652924998,31.95190741514445,48.43149120320144,55.414327786099285,51.0600098583202
sales_008,steady_learner,2,60.19828120563382,54.81516633686417,43.686274945411405,46.223309000594,31.1323487289871,47.835061411766226,57.82008442818786,53.443059290603834
sales_008,steady_learner,3,57.43694133552306,54.898148250797014,44.216419755166044,46.22687522153058,31.213796233571358,48.669080160014396,59.222745588174455,55.56299889471905
sales_008,steady_learner,4,56.476941589792574,54.423983181054346,44.19380760941115,46.314097950568325,31.046349689257795,48.766962587132674,59.93735506390754,57.45218272521066
sales_008,steady_learner,5,57.07301958678923,54.23264839350606,44.788239430016425,47.12400144584897,30.66052708558105,49.40843763142859,61.81571776352769,58.393082913306856
sales_008,steady_learner,6,56.41276108558636,54.88519231279926,45.987449792941185,47.43717990152137,30.984291794152927,49.02803118425086,62.90048747700745,60.0401491971679
sales_008,steady_learner,7,56.60549804687793,55.27534498171179,46.44377466849213,47.64792429594055,31.787201465245033,48.85473298095872,62.762125805086995,62.02891876969542
sales_008,steady_learner,8,57.11601470196707,55.6462123342085,46.135438468557595,47.72225528951123,31.544734951771293,49.187015639766805,63.089926939768574,63.18560698709742
sales_008,steady_learner,9,56.523375895702266,56.547601536587806,45.73159394705144,48.576684446839714,32.349189200346366,49.22337315540733,63.74540681652709,64.16943043543834
sales_008,steady_learner,10,53.90141271396681,56.682870998043214,47.086468790653456,48.858349670632926,32.77069532239567,48.875181594239436,65.14328474715167,65.66027354670665
sales_008,steady_learner,11,55.82445018229129,56.73101557779009,46.96421561964423,49.18668523117799,33.656420548987406,48.535575342616745,65.8783946284529,65.79175104953474
sales_008,steady_learner,12,55.67523279129704,56.38014930383197,47.10910332866768,51.10624526747458,34.73567111498857,48.402084324645955,65.43540645581318,66.28392142296377
sales_008,steady_learner,13,56.62092130775175,56.533171262693614,47.18062107036686,51.49011202854041,36.46842703281831,48.96779503842295,65.563330644355,66.92223396050784
sales_008,steady_learner,14,53.47807611185105,57.308731301234886,47.18630143723678,51.79314127004179,37.06724233458963,49.47298128926383,66.28805826967297,66.38104017820847
sales_008,steady_learner,15,53.93856352941087,56.83202287064248,47.086519471464015,52.349206690087655,38.38609033345621,48.90286893603089,65.50488733665252,67.47936673916308
sales_008,steady_learner,16,55.63912421943661,56.75832465716337,47.2722898691966,52.38015164858847,38.165540074153775,48.75603965149867,65.57510381657454,66.97955403089351
sales_008,steady_learner,17,56.8870384369347,58.51174085512434,47.29091913547368,53.413585125475336,38.80248930507519,48.83421000008535,66.71814848618592,67.23867366256292
